자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
송제자동차공업사,01,경기도 양평군 지평면 지평로 93,경기도 양평군 지평면 송현리 723-5번지,37.49978331,127.6327565,2019-10-21,458.8,01,,,,09:00,18:00,031-772-2003,양평군청,031-770-3764,2021-06-24
오아시스카랜드,03,경기도 양평군 용문면 갈월길 6,경기도 양평군 용문면 다문리 887-12번지,37.48351266,127.588256,2019-11-05,1537,01,,,,09:00,18:00,031-774-5542,양평군청,031-770-3764,2021-06-24
형제카센타,03,경기도 양평군 양평읍 중앙로 202,경기도 양평군 양평읍 도곡리 821-10번지,37.49042813,127.5109488,2012-10-11,273.7,01,,,,09:00,18:00,031-772-8222,양평군청,031-770-3764,2021-06-24
신풍자동차공업사,02,경기도 양평군 용문면 그릇고갯길 111,경기도 양평군 용문면 마룡리 213-5번지,37.48545752,127.610537,2013-01-21,1120,01,,,,09:00,18:00,031-771-5877,양평군청,031-770-3764,2021-06-24
양수역준모터스,03,경기도 양평군 양서면 목왕로 43,경기도 양평군 양서면 용담리 475-4번지,37.544224,127.3272976,2013-03-15,444,02,,2020-12-01,2021-11-30,09:00,18:00,031-775-7877,양평군청,031-770-3764,2021-06-24
양평점현대자동차,03,경기도 양평군 양평읍 양근로 15,경기도 양평군 양평읍 오빈리 150-8번지,37.50102443,127.4772071,2013-08-17,197,01,,,,09:00,18:00,031-774-5511,양평군청,031-770-3764,2021-06-24
강상모터스,02,경기도 양평군 강상면 강남로 1009,경기도 양평군 강상면 교평리 470-5번지,37.48125407,127.4853473,2014-02-13,756,01,,,,09:00,18:00,031-771-7234,양평군청,031-770-3764,2021-06-24
유로모터스,03,경기도 양평군 개군면 개군로 405,경기도 양평군 개군면 하자포리 191번지,37.433129,127.536526,2014-11-06,650,01,,,,09:00,18:00,031-770-3764,양평군청,031-770-3764,2021-06-24
금호타이어 용문점,03,경기도 양평군 용문면 용문로 427,경기도 양평군 용문면 다문리 387-2번지,37.48904319,127.5986514,2015-03-04,1792,01,,,,09:00,18:00,031-771-9621,양평군청,031-770-3764,2021-06-24
양동대일카센타,03,경기도 양평군 양동면 양동로 1737,경기도 양평군 양동면 석곡리 154-1번지,37.42455166,127.750473,2015-06-17,413,01,,,,09:00,18:00,031-772-7558,양평군청,031-770-3764,2021-06-24
양동카센터,03,경기도 양평군 양동면 쌍학새마을2길 10,경기도 양평군 양동면 쌍학리 25-3번지,37.41624637,127.7581062,2015-09-01,350,01,,,,09:00,18:00,031-772-5390,양평군청,031-770-3764,2021-06-24
(주)덕양현대,02,경기도 양평군 양서면 송구터길 33,경기도 양평군 양서면 복포리 359-6번지,37.51530317,127.4080283,2015-04-14,846,01,,,,09:00,18:00,031-772-0973,양평군청,031-770-3764,2021-06-24
카카오토,03,경기도 양평군 양평읍 중앙로 111,경기도 양평군 양평읍 공흥리 535-1번지,37.49387116,127.501498,2016-03-09,981,01,,,,09:00,18:00,031-773-4887,양평군청,031-770-3764,2021-06-24
용문카센타,03,경기도 양평군 용문면 용문로 536,경기도 양평군 용문면 마룡리 402-6번지,37.49757715,127.6043647,2017-02-20,240,01,,,,09:00,18:00,031-772-8922,양평군청,031-770-3764,2021-06-24
양평카센터,03,경기도 양평군 양평읍 관문길8번길 10,경기도 양평군 양평읍 양근리 169-11번지,37.49081656,127.4950532,2017-08-16,293,01,,,,09:00,18:00,031-772-5056,양평군청,031-770-3764,2021-06-24
한국자동차공업사,03,경기도 양평군 양평읍 양근로 407-1,경기도 양평군 양평읍 창대리 408-1번지,37.47766055,127.508958,2001-08-08,123.79,01,,,,09:00,18:00,031-773-9816,양평군청,031-770-3764,2021-06-24
24시카서비스,03,경기도 양평군 양평읍 마유산로 109,경기도 양평군 양평읍 양근리 26-2번지,37.50201989,127.493667,2003-09-05,200,01,,,,09:00,18:00,031-774-8270,양평군청,031-770-3764,2021-06-24
현대카24시카센타,03,경기도 양평군 양서면 양수로 169,경기도 양평군 양서면 양수리 563-2번지,37.54491438,127.3173971,2003-11-19,406.14,01,,,,09:00,18:00,031-774-9659,양평군청,031-770-3764,2021-06-24
그린카공업사,03,경기도 양평군 서종면 북한강로789번길 4,경기도 양평군 서종면 문호리 761-3번지,37.60788054,127.3488496,2005-11-14,93.96,01,,,,09:00,18:00,031-774-3398,양평군청,031-770-3764,2021-06-24
양평현대자동차정비(주),01,경기도 양평군 양평읍 양근로 21,경기도 양평군 양평읍 오빈리 143-7번지,37.50116192,127.4776306,2007-10-15,1454,01,,,,09:00,18:00,031-775-7720,양평군청,031-770-3764,2021-06-24
병산카공업사,03,경기도 양평군 강상면 강남로 682,경기도 양평군 강상면 병산리 1058-2번지,37.497366,127.4562518,2008-07-25,250,01,,,,09:00,18:00,031-771-5667,양평군청,031-770-3764,2021-06-24
(주)양평현대모터스,01,경기도 양평군 양평읍 양근로 367,경기도 양평군 양평읍 창대리 581-8번지,37.47965626,127.5049693,2011-06-28,1702,01,,,,09:00,18:00,031-773-8737,양평군청,031-770-3764,2021-06-24
금호타이어양평대리점,03,경기도 양평군 양평읍 양근로 82,경기도 양평군 양평읍 양근리 502-5번지,37.49671741,127.482562,2011-07-13,1792,01,,,,09:00,18:00,031-775-5766,양평군청,031-770-3764,2021-06-24
합동건설기계정비,01,경기도 양평군 양평읍 황골길 3-22,경기도 양평군 양평읍 대흥리 135번지,37.48580986,127.544362,2012-01-19,1000,01,,,,09:00,18:00,031-772-2552,양평군청,031-770-3764,2021-06-24
용문신화자동차공업사,01,경기도 양평군 용문면 소일길 31,경기도 양평군 용문면 금곡리 164-1번지,37.50899281,127.6193923,2012-07-13,1984,01,,,,09:00,18:00,031-775-5421,양평군청,031-770-3764,2021-06-24
광탄카센타,03,경기도 양평군 지평면 지평로 60,경기도 양평군 지평면 송현리 790-9번지,37.50261458,127.6320856,2011-03-24,496,01,,,,09:00,18:00,031-773-7482,양평군청,031-770-3764,2021-06-24
현대동부모터스,01,경기도 양평군 양평읍 백운길 87,경기도 양평군 양평읍 공흥리 174-2번지,37.49896764,127.5088945,2012-07-31,2584,01,,,,09:00,18:00,031-773-4972,양평군청,031-770-3764,2021-06-24
양근카센타,03,경기도 양평군 양평읍 마유산로 148,경기도 양평군 양평읍 덕평리 330-2번지,37.50485206,127.4955394,2010-04-16,250.8,01,,,,09:00,18:00,031-771-9117,양평군청,031-770-3764,2021-06-24
원영자동차공업사,03,경기도 양평군 양동면 고세기길 19,경기도 양평군 양동면 쌍학리 482-4번지,37.40982338,127.7451741,2010-11-30,1000,01,,,,09:00,18:00,031-771-9277,양평군청,031-770-3764,2021-06-24
용문점현대자동차,03,경기도 양평군 용문면 다문북길 100,경기도 양평군 용문면 다문리 613번지,37.48784726,127.594202,1998-12-28,146,01,,,,09:00,18:00,031-774-2309,양평군청,031-770-3764,2021-06-24
현대자동차양평동부점,03,경기도 양평군 양평읍 시민로 145,경기도 양평군 양평읍 공흥리 370번지,37.49055932,127.5081048,2002-11-12,964,01,,,,09:00,18:00,031-771-8246,양평군청,031-770-3764,2021-06-24
용두자동차공업사,03,경기도 양평군 청운면 용두로 83,경기도 양평군 청운면 용두리 760-3번지,37.55061529,127.7047166,2003-08-05,484.87,01,,,,09:00,18:00,031-773-6904,양평군청,031-770-3764,2021-06-24
㈜양서이레종합서비스기아오토큐,01,경기도 양평군 양서면 두물머리길20번길 7,경기도 양평군 양서면 양수리 1134-1번지,37.5423848,127.3185813,2003-10-15,2725,01,,,,09:00,18:00,031-772-9995,양평군청,031-770-3764,2021-06-24
개군종합카센타,03,경기도 양평군 개군면 하자포길 58,경기도 양평군 개군면 하자포리 212-4번지,37.42834186,127.5377503,2003-10-20,134,01,,,,09:00,18:00,031-772-0774,양평군청,031-770-3764,2021-06-24
우리동네 카센터,03,경기도 양평군 양서면 북한강로 48,경기도 양평군 양서면 양수리 542-7번지,37.5482611,127.3218993,2004-03-16,658,01,,,,09:00,18:00,031-775-3055,양평군청,031-770-3764,2021-06-24
서울밧데리,03,경기도 양평군 양평읍 마유산로 168,경기도 양평군 양평읍 덕평리 258-1번지,37.5067633,127.494412,2006-08-17,804,01,,,,09:00,18:00,031-774-3398,양평군청,031-770-3764,2021-06-24
옥천카센타,03,경기도 양평군 옥천면 고읍로 202,경기도 양평군 옥천면 옥천리 597-14번지,37.52214354,127.463616,2007-09-04,140.84,01,,,,09:00,18:00,031-771-0623,양평군청,031-770-3764,2021-06-24
양평기아자동차서비스,01,경기도 양평군 양평읍 중앙로111번길 30,경기도 양평군 양평읍 공흥리 563-3번지,37.4958283,127.5030653,2007-10-26,2052,01,,,,09:00,18:00,031-775-8111,양평군청,031-770-3764,2021-06-24
필순이네자동차공업사,03,경기도 양평군 양평읍 중앙로 152,경기도 양평군 양평읍 공흥리 330-3번지,37.49200639,127.5051474,2008-06-01,330,01,,,,09:00,18:00,031-775-2478,양평군청,031-770-3764,2021-06-24
대흥자동차공업사,03,경기도 양평군 양평읍 중앙로 11,경기도 양평군 양평읍 양근리 49-33번지,37.49730736,127.490731,2009-01-02,416,01,,,,09:00,18:00,031-773-6946,양평군청,031-770-3764,2021-06-24
한국타이어양평점,03,경기도 양평군 양평읍 남북로 101,경기도 양평군 양평읍 공흥리 484번지,37.49175205,127.502281,2009-12-01,295,01,,,,09:00,18:00,031-773-2767,양평군청,031-770-3764,2021-06-24
한국지엠양평지정서비스,03,경기도 양평군 양평읍 시민로128번길 3,경기도 양평군 양평읍 공흥리 406-5번지,37.490179,127.506065,2010-07-15,660,01,,,,09:00,18:00,031-773-2767,양평군청,031-770-3764,2021-06-24
용문산카센타,03,경기도 양평군 용문면 다문북길 111,경기도 양평군 용문면 다문리 354-10번지,37.48832088,127.5953847,2010-07-29,131,01,,,,09:00,18:00,031-774-3360,양평군청,031-770-3764,2021-06-24
베스트카,03,경기도 양평군 양평읍 중앙로 371,경기도 양평군 양평읍 백안리 264-1번지,37.49186671,127.5297358,2020-06-30,925,01,,,,09:00,18:00,,양평군청,031-770-3764,2021-06-24
현대카공업사,03,경기도 양평군 서종면 북한강로 771,경기도 양평군 서종면 문호리 768-3번지,37.60621527,127.3489325,1998-04-13,125,01,,,,09:00,18:00,031-774-6669,양평군청,031-770-3764,2021-06-24
쌍용자동차양평서비스프라자,03,경기도 양평군 양평읍 양근로 75,경기도 양평군 양평읍 양근리 504-12번지,37.49765513,127.482408,1998-09-21,355.87,01,,,,09:00,18:00,031-774-5594,양평군청,031-770-3764,2021-06-24
동남카센타,03,경기도 양평군 양평읍 공흥로 6,경기도 양평군 양평읍 공흥리 504번지,37.4914202,127.498938,1998-10-28,208,01,,,,09:00,18:00,031-774-4807,양평군청,031-770-3764,2021-06-24
현대자동차정비공업사,03,경기도 여주시 세종로45번길 19,경기도 여주시 홍문동 200-30번지,37.2936233,127.6382921,1998-05-11,401,01,,,,,,031-885-6150,여주시청,031-887-2234,2019-03-29
오학카공업사,03,경기도 여주시 여양로 343,경기도 여주시 오학동 100-24번지,37.3125315,127.6452192,1998-10-15,468,01,,,,,,031-885-6070,여주시청,031-887-2234,2019-03-29
하리 모터스,03,경기도 여주시 여흥로47번길 2,경기도 여주시 하동 137번지,37.2978221,127.6294063,1999-07-22,601,01,,,,,,031-885-6060,여주시청,031-887-2234,2019-03-29
원창카센타,03,경기도 여주시 점동면 청안로 3,경기도 여주시 점동면 청안리 32-1번지,37.1951733,127.6620551,1999-09-13,330,01,,,,,,031-881-4118,여주시청,031-887-2234,2019-03-29
1급가남검사정비,01,경기도 여주시 가남읍 여주남로 1205,경기도 여주시 가남읍 심석리 385-5번지,37.2032352,127.5520342,2014-11-06,3186,01,,,,,,,여주시청,031-887-2234,2019-03-29
大侊 모터스,03,경기도 여주시 현암3길 106,경기도 여주시 현암동 345번지,37.3151532,127.6360796,2017-08-16,496,01,,,,,,031-881-2929,여주시청,031-887-2234,2019-03-29
가야자동차공업사,01,경기도 여주시 여주남로 191-36,경기도 여주시 가업동 191-2번지,37.3039204,127.6035893,2019-01-15,1653,01,,,,,,,여주시청,031-887-2234,2019-03-29
HJ모터스,03,경기도 여주시 여양로 125,경기도 여주시 상동 140-10번지,37.3039204,127.6035893,2019-03-06,289.9,01,,,,,,031-886-8002,여주시청,031-887-2235,2019-03-29
이포카센타,03,경기도 여주시 금사면 이여로 1267,경기도 여주시 금사면 이포리 250-1번지,37.3893974,127.5313385,1999-12-20,110,01,,,,,,031-884-3472,여주시청,031-887-2234,2019-03-29
현대카서비스,03,경기도 여주시 가남읍 경충대로 1532,경기도 여주시 가남읍 신해리 600-7번지,37.2189651,127.5300594,2006-05-09,192,01,,,,,,031-881-5915,여주시청,031-887-2234,2019-03-29
한국타이어 여주대리점,03,경기도 여주시 영릉로 26-4,경기도 여주시 창동 190-1번지,37.2904602,127.6323634,2013-01-08,958,01,,,,,,031-884-2317,여주시청,031-887-2234,2019-03-29
효지카서비스,03,경기도 여주시 흥천면 효자로 139,경기도 여주시 흥천면 효지리 217-16번지,37.3322852,127.5428079,2010-03-17,84.6,01,,,,,,031-882-6956,여주시청,031-887-2234,2019-03-29
고속자동차정비공업사,03,경기도 여주시 세종로 380,경기도 여주시 점봉동 435-2번지,37.2645831,127.6392197,2013-11-28,320,01,,,,,,031-882-2479,여주시청,031-887-2234,2019-03-29
월송카센타,03,경기도 여주시 우암로 144,경기도 여주시 월송동 80-1번지,37.2893250,127.6238087,2014-12-08,151.88,01,,,,,,031-881-0763,여주시청,031-887-2234,2019-03-29
대광오토,03,경기도 여주시 청심로 30,경기도 여주시 하동 416-5번지,37.3008959,127.6239881,2016-05-26,350.9,01,,,,,,031-884-4936,여주시청,031-887-2234,2019-03-29
경기자동차주식회사,01,경기도 여주시 세종로 304,경기도 여주시 교동 50번지,37.2709755,127.6374078,2012-11-17,2642,01,,,,,,031-882-5982,여주시청,031-887-2234,2019-03-29
타이어테크여주본점,03,경기도 여주시 소양로 55,경기도 여주시 창동 142-7번지,37.2942507,127.6313412,2012-11-28,164,01,,,,,,031-883-1073,여주시청,031-887-2234,2019-03-29
대영자동차공업사,03,경기도 여주시 여주남로 220,경기도 여주시 연라동 196-2번지,37.2699102,127.6083899,2007-01-03,3086,01,,,,,,031-884-5365,여주시청,031-887-2234,2019-03-29
대성공업사,03,경기도 여주시 가남읍 경충대로 1351,경기도 여주시 가남읍 태평리 211번지,37.2082411,127.5414257,2009-08-17,99,01,,,,,,031-884-0903,여주시청,031-887-2234,2019-03-29
미래공업사,03,경기도 여주시 가남읍 경충대로 1349,경기도 여주시 가남읍 태평리 211-12번지,37.2079638,127.5419569,2012-03-20,998,01,,,,,,070-8860-2455,여주시청,031-887-2234,2019-03-29
학동카센타,03,경기도 여주시 도예로 157,경기도 여주시 오학동 140-5번지,37.3135573,127.650799,2012-05-15,106.6,01,,,,,,031-886-3180,여주시청,031-887-2234,2019-03-29
세종윤활유,03,경기도 여주시 웅골로 169,경기도 여주시 가업동 159-1번지,37.2659895,127.6277578,2013-02-27,1018,01,,,,,,031-886-5185,여주시청,031-887-2234,2019-03-29
U.D.C. Garage(유디씨 게러지),03,경기도 여주시 대신면 여양로 1964,경기도 여주시 대신면 천서리 595-6번지,37.4017141,127.5472559,1998-06-02,495,01,,,,,,031-882-3813,여주시청,031-887-2234,2019-03-29
영일카센타,03,경기도 여주시 청심로 131,경기도 여주시 창동 2-23번지,37.2986773,127.6349405,1998-12-12,81.19,01,,,,,,031-884-9141,여주시청,031-887-2234,2019-03-29
희망자동차병원,03,경기도 여주시 여흥로33번길 18,경기도 여주시 하동 127-2번지,37.2998658,127.6288211,2000-07-29,298,01,,,,,,031-882-1144,여주시청,031-887-2234,2019-03-29
주식회사 대광현대서비스,01,경기도 여주시 가남읍 여주남로 755,경기도 여주시 가남읍 본두리 720번지,37.2341547,127.5746175,2014-03-25,3778,01,,,,,,031-881-1079,여주시청,031-887-2234,2019-03-29
애니카랜드 여주점,03,경기도 여주시 여흥로 24,경기도 여주시 하동 113-1번지,37.2987603,127.6268525,2016-03-11,778,01,,,,,,031-883-5336,여주시청,031-887-2234,2019-03-29
대우 여주서비스,01,경기도 여주시 가남읍 여주남로 761-1,경기도 여주시 가남읍 본두리 720-5번지,37.2338575,127.5746642,2017-06-27,2646,01,,,,,,031-883-1152,여주시청,031-887-2234,2019-03-29
새중앙공업사,03,경기도 여주시 향교로 98,경기도 여주시 월송동 105-6번지,37.2867732,127.6232913,2013-02-04,660,01,,,,,,031-883-9381,여주시청,031-887-2234,2019-03-29
쌍용자동차여주서비스프라자,03,경기도 여주시 세종로 356-8,경기도 여주시 점봉동 429-46번지,37.2665968,127.637643,1998-12-10,992,01,,,,,,031-886-1255,여주시청,031-887-2234,2019-03-29
나래자동차공업사,03,경기도 여주시 능서면 중부대로 2754-2,경기도 여주시 능서면 왕대리 981-36번지,37.2969784,127.6107204,2000-06-10,887,01,,,,,,031-883-0229,여주시청,031-887-2234,2019-03-29
성흥자동차공업사,03,경기도 여주시 세종로 240,경기도 여주시 교동 84-9번지,37.2765792,127.6369976,2019-01-16,829,01,,,,,,,여주시청,031-887-2234,2019-03-29
여주남부점 기아오토큐,03,경기도 여주시 여양로 48,경기도 여주시 홍문동 303-52번지,37.2902486,127.6397631,2013-08-02,826,01,,,,,,031-880-0555,여주시청,031-887-2234,2019-03-29
세창자동차정비공업사,03,경기도 여주시 여주남로 312,경기도 여주시 연라동 392-5번지,37.2634480,127.6026057,2012-04-24,229.3,01,,,,,,031-882-6502,여주시청,031-887-2234,2019-03-29
르노삼성자동차여주정비센터,02,경기도 여주시 영릉로 42,경기도 여주시 창동 215-6번지,37.2910966,127.6312776,2012-11-17,600,01,,,,,,031-884-5802,여주시청,031-887-2234,2019-03-29
주식회사 명성골드자동차,03,경기도 여주시 주내로 925,경기도 여주시 점봉동 70번지,37.2578763,127.6535579,2012-11-27,1645,01,,,,,,031-886-2888,여주시청,031-887-2234,2019-03-29
스피드메이트이마트여주점,03,경기도 여주시 세종로 151,경기도 여주시 홍문동 401번지,37.2842617,127.635664,2013-01-25,156.7,01,,,,,,031-884-3625,여주시청,031-887-2234,2019-03-29
가남현대자동차(주),01,경기도 여주시 가남읍 태평1길 109,경기도 여주시 가남읍 태평리 33-9번지,37.2127304,127.5489249,2013-08-21,1911,01,,,,,,031-884-4202,여주시청,031-887-2234,2019-03-29
브라더 모터스,03,경기도 여주시 세종로 376,경기도 여주시 점봉동 434-2번지 C동,37.2648171,127.6391284,1998-10-22,645,01,,,,,,,여주시청,031-887-2234,2019-03-29
대흥자동차정비공업사,03,경기도 여주시 여양로 114,경기도 여주시 상동 121번지,37.2936287,127.6460633,1999-07-13,138,01,,,,,,031-885-1648,여주시청,031-887-2234,2019-03-29
참자동차공업사,03,경기도 여주시 가남읍 설가로 882,경기도 여주시 가남읍 태평리 129-13번지,37.1998093,127.5421412,2004-01-08,128,01,,,,,,031-883-3789,여주시청,031-887-2234,2019-03-29
1급영진자동차공업사,01,경기도 여주시 용강길 50,경기도 여주시 상동 482-19번지,37.2894560,127.6489475,2004-11-04,1420,01,,,,,,031-883-6258,여주시청,031-887-2234,2019-03-29
파워자동차공업사,03,경기도 여주시 여흥로160번길 29-10,경기도 여주시 상동 368-4번지,37.2933236,127.6405042,2009-04-16,98.4,01,,,,,,031-885-6033,여주시청,031-887-2234,2019-03-29
북내자동차공업사,02,경기도 여주시 북내면 여양2로 93,경기도 여주시 북내면 신남리 285번지,37.3127012,127.6729604,2013-08-20,3858,01,,,,,,031-886-4455,여주시청,031-887-2234,2019-03-29
세일공업사,04,경기도 여주시 가남읍 본두3길 15,경기도 여주시 가남읍 본두리 618-4번지,37.2382139,127.580851,2015-10-13,320.24,01,,,,,,031-884-8657,여주시청,031-887-2234,2019-03-29
유로자동차서비스,01,경기도 여주시 능서면 마장로 21,경기도 여주시 능서면 번도리 861-11번지,37.2994165,127.5679009,2018-12-20,3056,01,,,,,,,여주시청,031-887-2234,2019-03-29
미스터카프라자,03,경기도 여주시 세종로 68-20,경기도 여주시 창동 159-32번지,37.2922145,127.6343625,2012-11-27,114.9,01,,,,,,031-886-8297,여주시청,031-887-2234,2019-03-29
형제카센타,03,경기도 여주시 북내면 여양2로 218,경기도 여주시 북내면 당우리 286-1번지,37.3228712,127.6782423,1999-12-28,530,01,,,,,,031-884-3550,여주시청,031-887-2234,2019-03-29
성우자동차공업사,03,경기도 여주시 가남읍 여주남로 905,경기도 여주시 가남읍 하귀리 428-7번지,37.226793,127.5623192,2012-07-04,859,01,,,,,,031-885-9696,여주시청,031-887-2234,2019-03-29
TNT모터스,03,경기도 여주시 우암로 50,경기도 여주시 하동 409-1번지,37.2950976,127.6312807,2012-11-14,83.6,01,,,,,,031-881-6616,여주시청,031-887-2234,2019-03-29
애니오토,03,경기도 여주시 영릉로 47,경기도 여주시 창동 217-1번지,37.2912284,127.6301829,2012-11-27,76.4,01,,,,,,031-884-1521,여주시청,031-887-2234,2019-03-29
오토오아시스 여주점,03,경기도 여주시 현암2길 4,경기도 여주시 현암동 187-6번지,37.3069819,127.6396272,2013-02-12,466,01,,,,,,031-883-2299,여주시청,031-887-2234,2019-03-29
신대흥자동차정비센타,03,경기도 여주시 웅골로 198,경기도 여주시 가업동 135-37번지,37.2685171,127.6262909,2013-10-10,1157,01,,,,,,031-884-8826,여주시청,031-887-2234,2019-03-29
여주모터스(주),01,경기도 여주시 세종로 327,경기도 여주시 교동 45-21번지,37.2687697,127.6380498,2013-10-10,1460,01,,,,,,031-885-6699,여주시청,031-887-2234,2019-03-29
대명금호타이어대리점,03,경기도 여주시 가남읍 설가로 891,경기도 여주시 가남읍 태평리 132-2번지,37.2006856,127.5427105,1998-03-11,171.6,01,,,,,,031-884-7500,여주시청,031-887-2234,2019-03-29
대신자동차정비공업사,03,경기도 여주시 대신면 여양로 1488,경기도 여주시 대신면 율촌리 363-1번지,37.3731727,127.5831626,1998-07-10,192,01,,,,,,031-883-3627,여주시청,031-887-2234,2019-03-29
용진카공업사,03,경기도 여주시 점동면 장여로 1335,경기도 여주시 점동면 처리 520-6번지,37.2191191,127.666208,2000-12-18,390,01,,,,,,031-884-8977,여주시청,031-887-2234,2019-03-29
한일자동차공업사,02,경기도 여주시 흥천면 이여로 1045,경기도 여주시 흥천면 계신리 551번지,37.3735820,127.517594,2002-04-09,633,01,,,,,,031-881-5486,여주시청,031-887-2234,2019-03-29
대인자동차공업사,03,경기도 여주시 가남읍 태평중앙2길 5,경기도 여주시 가남읍 태평리 147-8번지,37.2022188,127.5454049,2002-08-09,231,01,,,,,,031-881-6024,여주시청,031-887-2234,2019-03-29
태평자동차공업사,03,경기도 여주시 가남읍 경충대로 1176,경기도 여주시 가남읍 심석리 470-1번지,37.1955398,127.5520908,2004-04-16,1200,01,,,,,,031-881-5050,여주시청,031-887-2234,2019-03-29
대명카센타,03,경기도 여주시 세종로 173-48,경기도 여주시 홍문동 380번지,37.2829720,127.638264,2005-07-29,132,01,,,,,,031-885-6737,여주시청,031-887-2234,2019-03-29
세종 자동차공업사,02,경기도 여주시 여흥로160번길 46,경기도 여주시 상동 370-8번지,37.2916840,127.6406473,2008-03-07,570.3,01,,,,,,,여주시청,031-887-2234,2019-03-29
성실자동차정비공업사,03,경기도 여주시 능서면 마장로 57,경기도 여주시 능서면 번도리 514-3번지,37.2992864,127.5717706,2009-09-02,345,01,,,,,,031-884-5009,여주시청,031-887-2234,2019-03-29
오렌지자동차정비센타,03,경기도 여주시 가남읍 태평중앙2길 19,경기도 여주시 가남읍 태평리 163-7번지,37.2032156,127.5444977,2009-12-03,135.7,01,,,,,,031-884-4035,여주시청,031-887-2234,2019-03-29
하이모터스,03,경기도 여주시 세종로 68-24,경기도 여주시 창동 159-31번지,37.2923494,127.6342717,2010-10-11,346.1,01,,,,,,031-884-4995,여주시청,031-887-2234,2019-03-29
한국타이어신여주총판,03,경기도 여주시 청심로 233,경기도 여주시 상동 141-3번지,37.2947531,127.6453926,2009-09-23,140,01,,,,,,031-884-3250,여주시청,031-887-2234,2019-03-29
수한카센터,03,경기도 여주시 우암로 138,경기도 여주시 월송동 75-3번지,37.2897139,127.6242466,1998-11-16,174,01,,,,,,031-884-0775,여주시청,031-887-2234,2019-03-29
부원자동차공업사,03,경기도 여주시 대신면 율촌1길 8,경기도 여주시 대신면 율촌리 346번지,37.3720733,127.583146,2005-10-28,98.4,01,,,,,,031-883-7608,여주시청,031-887-2234,2019-03-29
신여주상사,03,경기도 여주시 웅골로 3,경기도 여주시 점봉동 444-1번지,37.2608140,127.6414248,2006-07-18,162.84,01,,,,,,031-882-2227,여주시청,031-887-2234,2019-03-29
신화타이어,03,경기도 여주시 영릉로 76,경기도 여주시 창동 234-5번지,37.2939130,127.6299443,2006-10-09,689.5,01,,,,,,031-885-2648,여주시청,031-887-2234,2019-03-29
휠&타이어,03,경기도 여주시 세종로 300,경기도 여주시 교동 50-1번지,37.2714806,127.6375633,2009-07-09,84.8,01,,,,,,031-884-3700,여주시청,031-887-2234,2019-03-29
주식회사 선경자동차써비스,01,경기도 여주시 가남읍 은봉길 47-1,경기도 여주시 가남읍 심석리 76-5번지,37.1877547,127.5570699,2010-04-28,2317,01,,,,,,031-883-9076,여주시청,031-887-2234,2019-03-29
현준자동차공업사,03,경기도 여주시 세종로79번길 23-16,경기도 여주시 홍문동 284-2번지,37.2904517,127.638421,2011-06-17,517.5,01,,,,,,031-884-2677,여주시청,031-887-2234,2019-03-29
명품 MOTORS,01,경기도 여주시 농산로 123,경기도 여주시 상거동 114-1번지,37.2501770,127.6342719,2013-12-30,1176,01,,,,,,031-885-3115,여주시청,031-887-2234,2019-03-29
세일공업사,03,경기도 여주시 가남읍 본두3길 15,경기도 여주시 가남읍 본두리 618-4번지,37.2382139,127.580851,2015-10-13,66.4,01,,,,,,031-884-8657,여주시청,031-887-2234,2019-03-29
타이어클럽,03,경기도 여주시 세종로 356-4,경기도 여주시 점봉동 429-38번지,37.2666517,127.6379246,2017-09-21,496,01,,,,,,031-882-2331,여주시청,031-887-2234,2019-03-29
동부자동차공업사,01,경기도 여주시 가남읍 경충대로 1548,경기도 여주시 가남읍 신해리 596-2번지,37.2194092,127.5284228,2013-04-10,2129,01,,,,,,031-882-6213,여주시청,031-887-2234,2019-03-29
송카공업사,03,경기도 여주시 가남읍 태평중앙1길 15-10,경기도 여주시 가남읍 태평리 112-6번지,37.2012738,127.5457035,1999-05-25,168,01,,,,,,031-884-4993,여주시청,031-887-2234,2019-03-29
오학자동차,01,경기도 여주시 도예로 77,경기도 여주시 오학동 282번지,37.3097133,127.6429535,2008-12-01,2890,01,,,,,,031-885-1901,여주시청,031-887-2234,2019-03-29
바른자동차공업사,01,경기도 여주시 가남읍 여주남로 1270,경기도 여주시 가남읍 건장리 147-20번지,37.1987798,127.5486247,2017-06-05,2609,01,,,,,,031-884-0140,여주시청,031-887-2234,2019-03-29
스피드메이트 여주점,03,경기도 여주시 여흥로128번길 16,경기도 여주시 홍문동 206번지,37.2941776,127.636857,2011-09-06,941,01,,,,,,031-885-5182,여주시청,031-887-2234,2019-03-29
대일자동차공업사,01,경기도 여주시 영릉로 45,경기도 여주시 창동 216번지,37.2910397,127.6303643,2012-11-17,1086,01,,,,,,031-884-8472,여주시청,031-887-2234,2019-03-29
주식회사 능서자동차일급정비종합검사,01,경기도 여주시 능서면 능여로 22,경기도 여주시 능서면 매류리 336-4번지,37.2755956,127.5642027,1998-02-09,1605,01,,,,,,031-884-6300,여주시청,031-887-2234,2019-03-29
